Gene stable ID version	Transcript stable ID version
ENSG00000283473.5	ENST00000640551.3
ENSG00000288550.2	ENST00000683484.1
ENSG00000070785.17	ENST00000360403.7
ENSG00000185105.5	ENST00000409745.2
ENSG00000077380.16	ENST00000397119.8
ENSG00000185269.12	ENST00000409678.8
ENSG00000126107.15	ENST00000372172.5
ENSG00000163818.19	ENST00000296135.11
ENSG00000149311.20	ENST00000675843.1
ENSG00000173578.9	ENST00000309285.4
ENSG00000183625.16	ENST00000395940.3
ENSG00000126088.14	ENST00000246337.9
ENSG00000162408.11	ENST00000377705.6
ENSG00000254732.2	ENST00000531074.1
ENSG00000184009.13	ENST00000573283.7
ENSG00000173662.21	ENST00000333172.11
ENSG00000057935.14	ENST00000405094.2
ENSG00000204859.13	ENST00000377674.9
ENSG00000288629.1	ENST00000676334.1
ENSG00000185624.16	ENST00000331483.9
ENSG00000012223.13	ENST00000231751.9
ENSG00000171488.15	ENST00000370454.9
ENSG00000120868.14	ENST00000551964.6
ENSG00000163825.5	ENST00000296142.4
ENSG00000070886.12	ENST00000166244.8
ENSG00000173372.17	ENST00000374642.8
ENSG00000138413.14	ENST00000345146.7
ENSG00000159189.12	ENST00000374640.9
ENSG00000111269.3	ENST00000228865.3
ENSG00000163827.14	ENST00000395905.8
ENSG00000183150.8	ENST00000651487.1
ENSG00000173369.17	ENST00000509305.6
ENSG00000153823.19	ENST00000392055.8
ENSG00000178878.13	ENST00000356591.5
ENSG00000135919.14	ENST00000409304.6
ENSG00000213782.7	ENST00000358007.7
ENSG00000119285.11	ENST00000366582.8
ENSG00000244020.3	ENST00000464121.3
ENSG00000158019.21	ENST00000379624.6
ENSG00000117758.14	ENST00000373943.9
ENSG00000117751.18	ENST00000311772.10
ENSG00000033627.17	ENST00000343619.9
ENSG00000032389.13	ENST00000382125.9
ENSG00000135100.19	ENST00000257555.11
ENSG00000130775.16	ENST00000373921.8
ENSG00000115446.12	ENST00000357765.7
ENSG00000131462.9	ENST00000251413.8
ENSG00000163703.20	ENST00000452070.6
ENSG00000184451.5	ENST00000332438.4
ENSG00000117748.10	ENST00000373912.8
ENSG00000108797.12	ENST00000264638.9
ENSG00000117122.14	ENST00000375535.4
ENSG00000174437.18	ENST00000539276.7
ENSG00000170473.17	ENST00000408946.7
ENSG00000108799.13	ENST00000428826.7
ENSG00000159363.19	ENST00000326735.13
ENSG00000071909.19	ENST00000408978.9
ENSG00000178171.11	ENST00000321420.5
ENSG00000117118.10	ENST00000375499.8
ENSG00000185664.15	ENST00000548747.6
ENSG00000117115.13	ENST00000375486.9
ENSG00000131477.11	ENST00000253796.10
ENSG00000131475.7	ENST00000253794.7
ENSG00000142623.11	ENST00000375471.5
ENSG00000167695.15	ENST00000308278.13
ENSG00000142619.4	ENST00000375460.3
ENSG00000179409.11	ENST00000319004.6
ENSG00000132170.24	ENST00000651735.1
ENSG00000123374.11	ENST00000266970.9
ENSG00000142871.18	ENST00000451137.7
ENSG00000021574.13	ENST00000315285.9
ENSG00000167699.13	ENST00000536578.5
ENSG00000173401.10	ENST00000378695.9
ENSG00000143512.13	ENST00000343410.7
ENSG00000180481.11	ENST00000550916.6
ENSG00000115085.14	ENST00000264972.10
ENSG00000143498.18	ENST00000352967.9
ENSG00000139278.10	ENST00000266659.8
ENSG00000171861.11	ENST00000304478.9
ENSG00000221944.9	ENST00000408957.7
ENSG00000092871.17	ENST00000394597.7
ENSG00000111615.14	ENST00000229214.9
ENSG00000179626.4	ENST00000641569.1
ENSG00000267618.5	ENST00000593039.5
ENSG00000154305.18	ENST00000344922.10
ENSG00000144283.22	ENST00000389759.8
ENSG00000073598.6	ENST00000158009.6
ENSG00000163932.15	ENST00000330452.8
ENSG00000152936.11	ENST00000458174.7
ENSG00000186063.13	ENST00000340020.11
ENSG00000115317.12	ENST00000258080.8
ENSG00000073536.18	ENST00000442241.9
ENSG00000163931.16	ENST00000462138.6
ENSG00000162819.12	ENST00000340934.10
ENSG00000197520.10	ENST00000445590.3
ENSG00000163001.12	ENST00000349456.9
ENSG00000187554.14	ENST00000642603.2
ENSG00000272886.6	ENST00000610213.6
ENSG00000016391.11	ENST00000315251.11
ENSG00000065361.17	ENST00000267101.8
ENSG00000141161.12	ENST00000394570.7
ENSG00000164010.15	ENST00000372517.8
ENSG00000164729.7	ENST00000297307.6
ENSG00000056736.10	ENST00000288167.8
ENSG00000164011.18	ENST00000651192.1
ENSG00000166750.10	ENST00000299977.9
ENSG00000113812.14	ENST00000335754.8
ENSG00000154309.9	ENST00000675850.1
ENSG00000113811.11	ENST00000495461.6
ENSG00000072657.10	ENST00000261180.10
ENSG00000120370.13	ENST00000367763.8
ENSG00000203857.10	ENST00000369413.8
ENSG00000169764.16	ENST00000337130.10
ENSG00000185379.21	ENST00000345365.11
ENSG00000143067.5	ENST00000421812.3
ENSG00000134240.12	ENST00000369406.8
ENSG00000134193.15	ENST00000256585.10
ENSG00000134249.7	ENST00000369400.2
ENSG00000069431.13	ENST00000261200.9
ENSG00000144395.18	ENST00000389175.9
ENSG00000187857.5	ENST00000641576.1
ENSG00000185821.3	ENST00000328314.3
ENSG00000119041.11	ENST00000263956.8
ENSG00000120071.15	ENST00000432791.7
ENSG00000092621.13	ENST00000641023.2
ENSG00000057294.16	ENST00000340811.9
ENSG00000187944.5	ENST00000342506.4
ENSG00000188324.4	ENST00000358433.3
ENSG00000205330.4	ENST00000642104.1
ENSG00000139223.4	ENST00000266594.4
ENSG00000177627.11	ENST00000548364.7
ENSG00000027644.5	ENST00000368195.4
ENSG00000284723.2	ENST00000641651.1
ENSG00000198678.5	ENST00000328207.6
ENSG00000197121.15	ENST00000354764.9
ENSG00000167531.6	ENST00000301046.6
ENSG00000123307.4	ENST00000242994.4
ENSG00000170605.7	ENST00000641329.1
ENSG00000130764.10	ENST00000378251.3
ENSG00000157388.20	ENST00000350061.11
ENSG00000139132.16	ENST00000534526.7
ENSG00000115594.12	ENST00000410023.6
ENSG00000115598.10	ENST00000264257.7
ENSG00000111266.9	ENST00000298573.9
ENSG00000115602.17	ENST00000233954.6
ENSG00000013588.9	ENST00000014914.6
ENSG00000144554.13	ENST00000675286.1
ENSG00000111291.8	ENST00000228887.5
ENSG00000013583.10	ENST00000014930.9
ENSG00000284770.2	ENST00000642610.2
ENSG00000115607.9	ENST00000264260.6
ENSG00000114279.15	ENST00000445105.7
ENSG00000198561.16	ENST00000399050.10
ENSG00000180251.5	ENST00000295269.5
ENSG00000180219.2	ENST00000324341.2
ENSG00000241962.9	ENST00000424491.5
ENSG00000144182.17	ENST00000651691.1
ENSG00000273155.1	ENST00000410042.1
ENSG00000226288.3	ENST00000641896.1
ENSG00000167332.9	ENST00000396950.4
ENSG00000197674.7	ENST00000641159.1
ENSG00000254737.3	ENST00000641722.1
ENSG00000197587.11	ENST00000360032.4
ENSG00000279000.4	ENST00000642108.1
ENSG00000158411.11	ENST00000289359.6
ENSG00000185414.20	ENST00000338148.8
ENSG00000114491.14	ENST00000232607.7
ENSG00000198837.10	ENST00000361217.9
ENSG00000185674.9	ENST00000409238.5
ENSG00000144214.10	ENST00000308528.9
ENSG00000133895.18	ENST00000450708.7
ENSG00000082781.12	ENST00000296181.9
ENSG00000115514.12	ENST00000264255.8
ENSG00000141252.21	ENST00000437048.7
ENSG00000160741.17	ENST00000368633.2
ENSG00000166800.10	ENST00000280706.3
ENSG00000173702.7	ENST00000616727.4
ENSG00000074319.13	ENST00000251968.4
ENSG00000178074.6	ENST00000319974.6
ENSG00000143578.16	ENST00000368607.8
ENSG00000185046.19	ENST00000547776.6
ENSG00000162971.11	ENST00000354611.9
ENSG00000162972.10	ENST00000392290.5
ENSG00000143543.15	ENST00000271843.9
ENSG00000151116.17	ENST00000396197.8
ENSG00000226124.8	ENST00000622774.2
ENSG00000285641.1	ENST00000648869.1
ENSG00000214087.9	ENST00000622299.5
ENSG00000143545.10	ENST00000368575.5
ENSG00000247595.4	ENST00000634992.1
ENSG00000177954.14	ENST00000651669.1
ENSG00000162642.14	ENST00000471115.6
ENSG00000179119.15	ENST00000336349.6
ENSG00000142867.14	ENST00000648566.1
ENSG00000141576.16	ENST00000269391.11
ENSG00000182196.14	ENST00000315580.10
ENSG00000185262.9	ENST00000327490.8
ENSG00000117394.24	ENST00000426263.10
ENSG00000132510.11	ENST00000448097.7
ENSG00000212657.1	ENST00000391352.1
ENSG00000186860.5	ENST00000334202.5
ENSG00000181929.13	ENST00000548065.7
ENSG00000064309.16	ENST00000531738.6
ENSG00000006059.4	ENST00000007735.4
ENSG00000131738.11	ENST00000251646.8
ENSG00000138101.19	ENST00000406818.7
ENSG00000129757.15	ENST00000440480.8
ENSG00000094796.5	ENST00000251645.3
ENSG00000108417.4	ENST00000225550.4
ENSG00000116198.14	ENST00000378230.8
ENSG00000111276.12	ENST00000228872.9
ENSG00000115112.8	ENST00000263707.6
ENSG00000166199.13	ENST00000302708.9
ENSG00000089248.7	ENST00000261735.4
ENSG00000187479.8	ENST00000617612.3
ENSG00000169598.17	ENST00000378209.8
ENSG00000288626.1	ENST00000675347.1
ENSG00000205126.2	ENST00000378832.1
ENSG00000111300.10	ENST00000261745.9
ENSG00000136068.16	ENST00000295956.9
ENSG00000074054.20	ENST00000263710.8
ENSG00000108946.15	ENST00000589228.6
ENSG00000162836.12	ENST00000583509.7
ENSG00000110455.14	ENST00000263776.9
ENSG00000116667.15	ENST00000235307.7
ENSG00000052850.8	ENST00000652299.1
ENSG00000144010.10	ENST00000639673.2
ENSG00000160145.16	ENST00000682506.1
ENSG00000125945.15	ENST00000314011.9
ENSG00000135148.12	ENST00000412615.7
ENSG00000144015.5	ENST00000272395.3
ENSG00000108950.12	ENST00000592554.2
ENSG00000204219.11	ENST00000450454.7
ENSG00000285779.1	ENST00000648921.1
ENSG00000141337.13	ENST00000621439.5
ENSG00000162885.14	ENST00000366600.8
ENSG00000173064.14	ENST00000682272.1
ENSG00000173110.8	ENST00000309758.6
ENSG00000064835.12	ENST00000350375.7
ENSG00000115524.17	ENST00000335508.11
ENSG00000151348.16	ENST00000533608.7
ENSG00000196704.14	ENST00000359904.8
ENSG00000115520.8	ENST00000263960.6
ENSG00000166801.17	ENST00000675163.1
ENSG00000139178.12	ENST00000266542.9
ENSG00000115541.11	ENST00000233893.10
ENSG00000162747.12	ENST00000650385.1
ENSG00000270757.1	ENST00000604458.1
ENSG00000114547.10	ENST00000514116.6
ENSG00000051341.15	ENST00000264233.6
ENSG00000173898.15	ENST00000533211.6
ENSG00000186103.5	ENST00000334384.5
ENSG00000151067.23	ENST00000399655.6
ENSG00000163833.8	ENST00000338040.6
ENSG00000115540.15	ENST00000323303.9
ENSG00000072694.21	ENST00000358671.9
ENSG00000177728.17	ENST00000314256.12
ENSG00000154479.13	ENST00000447353.6
ENSG00000144362.12	ENST00000359744.8
ENSG00000166441.13	ENST00000314138.11
ENSG00000143226.15	ENST00000271450.12
ENSG00000213160.10	ENST00000392647.7
ENSG00000134077.16	ENST00000452837.7
ENSG00000143125.6	ENST00000271331.4
ENSG00000149968.12	ENST00000299855.10
ENSG00000143105.7	ENST00000369771.4
ENSG00000138385.16	ENST00000260956.9
ENSG00000262406.3	ENST00000571244.3
ENSG00000177272.9	ENST00000369769.4
ENSG00000177301.16	ENST00000316361.10
ENSG00000186710.12	ENST00000335621.11
ENSG00000179456.10	ENST00000358704.4
ENSG00000137745.12	ENST00000260302.8
ENSG00000177303.10	ENST00000321617.8
ENSG00000138382.15	ENST00000260953.10
ENSG00000137692.12	ENST00000260247.10
ENSG00000182173.14	ENST00000333213.11
ENSG00000168137.19	ENST00000402198.7
ENSG00000160753.16	ENST00000368352.10
ENSG00000156959.9	ENST00000287585.8
ENSG00000144381.18	ENST00000388968.8
ENSG00000111731.13	ENST00000446597.6
ENSG00000073350.14	ENST00000392550.8
ENSG00000125459.17	ENST00000245564.8
ENSG00000111241.3	ENST00000228837.3
ENSG00000144357.18	ENST00000272793.11
ENSG00000068028.18	ENST00000359365.9
ENSG00000175197.13	ENST00000346473.8
ENSG00000115263.15	ENST00000418842.7
ENSG00000129197.15	ENST00000381209.8
ENSG00000160752.15	ENST00000368356.9
ENSG00000196510.14	ENST00000455511.9
ENSG00000053524.13	ENST00000328913.8
ENSG00000187240.17	ENST00000375735.7
ENSG00000171840.13	ENST00000305108.10
ENSG00000181234.10	ENST00000435159.3
ENSG00000175398.3	ENST00000309675.3
ENSG00000197706.4	ENST00000343399.4
ENSG00000205328.3	ENST00000379665.3
ENSG00000123395.15	ENST00000336854.9
ENSG00000078098.14	ENST00000188790.9
ENSG00000174915.12	ENST00000308020.6
ENSG00000214706.12	ENST00000417626.8
ENSG00000256660.7	ENST00000338896.11
ENSG00000205329.3	ENST00000641740.2
ENSG00000172640.4	ENST00000310248.4
ENSG00000255837.2	ENST00000538986.2
ENSG00000198673.11	ENST00000416284.8
ENSG00000121957.15	ENST00000264126.9
ENSG00000174775.18	ENST00000311189.8
ENSG00000188396.4	ENST00000339355.3
ENSG00000116044.16	ENST00000397062.8
ENSG00000149089.13	ENST00000395787.4
ENSG00000135439.12	ENST00000547588.6
ENSG00000196659.10	ENST00000408939.4
ENSG00000197557.7	ENST00000355689.6
ENSG00000110435.13	ENST00000227868.9
ENSG00000197635.11	ENST00000360534.8
ENSG00000082482.14	ENST00000444842.7
ENSG00000019505.8	ENST00000020926.8
ENSG00000152601.18	ENST00000324210.10
ENSG00000177673.4	ENST00000313965.4
ENSG00000163515.7	ENST00000295755.7
ENSG00000126858.19	ENST00000545287.7
ENSG00000231861.3	ENST00000427338.3
ENSG00000143612.21	ENST00000368521.10
ENSG00000177595.19	ENST00000347755.10
ENSG00000144671.11	ENST00000448498.6
ENSG00000183715.14	ENST00000524381.6
ENSG00000186038.9	ENST00000415389.6
ENSG00000166436.17	ENST00000646038.2
ENSG00000170044.9	ENST00000466937.2
ENSG00000197938.6	ENST00000355273.3
ENSG00000225526.6	ENST00000564146.4
ENSG00000126561.18	ENST00000590949.6
ENSG00000213859.8	ENST00000333751.8
ENSG00000135679.26	ENST00000258149.11
ENSG00000120093.12	ENST00000498678.6
ENSG00000167447.13	ENST00000300917.10
ENSG00000078618.22	ENST00000352171.12
ENSG00000284730.2	ENST00000642069.2
ENSG00000079785.16	ENST00000233084.8
ENSG00000288710.1	ENST00000683988.1
ENSG00000186318.18	ENST00000313005.11
ENSG00000061938.21	ENST00000672887.2
ENSG00000116747.13	ENST00000400968.7
ENSG00000278259.5	ENST00000614623.5
ENSG00000048649.14	ENST00000308488.11
ENSG00000115053.17	ENST00000322723.9
ENSG00000118729.12	ENST00000261448.6
ENSG00000167548.17	ENST00000301067.12
ENSG00000171148.14	ENST00000301964.7
ENSG00000110077.15	ENST00000528851.6
ENSG00000256618.3	ENST00000540040.3
ENSG00000204323.5	ENST00000375215.3
ENSG00000134207.17	ENST00000610222.3
ENSG00000179859.10	ENST00000324348.9
ENSG00000173917.11	ENST00000330070.6
ENSG00000120075.6	ENST00000239151.6
ENSG00000164054.16	ENST00000296444.7
ENSG00000163467.12	ENST00000368254.6
ENSG00000276293.5	ENST00000619039.5
ENSG00000255713.2	ENST00000545221.2
ENSG00000243710.8	ENST00000372492.9
ENSG00000144644.15	ENST00000282538.10
ENSG00000172969.8	ENST00000308062.8
ENSG00000126746.18	ENST00000683879.1
ENSG00000117395.13	ENST00000236051.3
ENSG00000170144.21	ENST00000392524.6
ENSG00000120942.14	ENST00000376810.6
ENSG00000116874.12	ENST00000235521.5
ENSG00000172428.11	ENST00000607357.2
ENSG00000178602.8	ENST00000319460.2
ENSG00000065600.13	ENST00000261455.9
ENSG00000162576.17	ENST00000309212.11
ENSG00000023171.19	ENST00000635736.2
ENSG00000111181.13	ENST00000684302.1
ENSG00000143006.7	ENST00000371445.3
ENSG00000009780.16	ENST00000373954.11
ENSG00000166106.4	ENST00000299164.4
ENSG00000184640.20	ENST00000427177.6
ENSG00000183378.13	ENST00000533663.6
ENSG00000177042.16	ENST00000397510.9
ENSG00000023572.10	ENST00000367439.8
ENSG00000047617.16	ENST00000682330.1
ENSG00000110330.9	ENST00000227758.7
ENSG00000166363.6	ENST00000299454.5
ENSG00000171014.3	ENST00000307033.3
ENSG00000186119.9	ENST00000333976.7
ENSG00000150261.5	ENST00000279783.5
ENSG00000172154.11	ENST00000302124.8
ENSG00000178358.5	ENST00000317834.5
ENSG00000172208.7	ENST00000624868.2
ENSG00000172459.5	ENST00000624596.2
ENSG00000175485.3	ENST00000311352.3
ENSG00000181961.5	ENST00000314721.5
ENSG00000170421.12	ENST00000552551.5
ENSG00000181273.3	ENST00000326855.3
ENSG00000279051.5	ENST00000302622.4
ENSG00000237388.3	ENST00000446524.2
ENSG00000232268.7	ENST00000530443.4
ENSG00000132694.19	ENST00000368194.8
ENSG00000198324.14	ENST00000683047.1
ENSG00000130414.13	ENST00000252711.7
ENSG00000166736.12	ENST00000504030.7
ENSG00000150750.9	ENST00000280325.7
ENSG00000255298.5	ENST00000641992.2
ENSG00000176108.9	ENST00000325167.9
ENSG00000123415.16	ENST00000682136.1
ENSG00000229183.10	ENST00000378149.9
ENSG00000077254.14	ENST00000370794.7
ENSG00000186513.4	ENST00000641291.1
ENSG00000181785.3	ENST00000641320.1
ENSG00000181409.14	ENST00000326724.9
ENSG00000279486.6	ENST00000641258.1
ENSG00000181074.5	ENST00000641350.2
ENSG00000180228.14	ENST00000325748.9
ENSG00000225180.8	ENST00000637878.2
ENSG00000084453.17	ENST00000683939.1
ENSG00000167302.11	ENST00000637944.2
ENSG00000204311.15	ENST00000644580.2
ENSG00000187510.11	ENST00000344636.6
ENSG00000079150.18	ENST00000424785.7
ENSG00000149554.14	ENST00000438015.7
ENSG00000108479.13	ENST00000588479.6
ENSG00000116095.11	ENST00000234453.10
ENSG00000177370.5	ENST00000327158.5
ENSG00000197849.7	ENST00000641972.1
ENSG00000196371.4	ENST00000358752.4
ENSG00000181939.3	ENST00000642128.1
ENSG00000205899.4	ENST00000391429.2
ENSG00000176900.2	ENST00000322049.1
ENSG00000166368.3	ENST00000299459.3
ENSG00000183303.3	ENST00000329434.3
ENSG00000279116.3	ENST00000624618.2
ENSG00000184811.4	ENST00000333813.4
ENSG00000255307.2	ENST00000530810.2
ENSG00000254834.5	ENST00000526538.2
ENSG00000176922.5	ENST00000322101.5
ENSG00000181499.3	ENST00000321252.3
ENSG00000221931.3	ENST00000327930.3
ENSG00000170953.4	ENST00000306842.3
ENSG00000280090.3	ENST00000356130.7
ENSG00000143977.14	ENST00000272348.7
ENSG00000255223.5	ENST00000528616.5
ENSG00000181371.5	ENST00000327216.5
ENSG00000196099.5	ENST00000309154.3
ENSG00000108953.17	ENST00000264335.13
ENSG00000111554.15	ENST00000682720.1
ENSG00000035141.8	ENST00000430566.6
ENSG00000182050.13	ENST00000552808.6
ENSG00000150995.21	ENST00000649015.2
ENSG00000090975.14	ENST00000320201.10
ENSG00000111432.5	ENST00000229030.5
ENSG00000072952.20	ENST00000423302.7
ENSG00000165685.9	ENST00000543484.2
ENSG00000172188.6	ENST00000641580.1
ENSG00000172377.3	ENST00000641439.1
ENSG00000159842.16	ENST00000302538.10
ENSG00000167800.10	ENST00000335385.4
ENSG00000143537.14	ENST00000356955.7
ENSG00000180934.7	ENST00000641900.1
ENSG00000198283.3	ENST00000360374.3
ENSG00000174970.5	ENST00000641071.2
ENSG00000167359.8	ENST00000380211.1
ENSG00000279012.2	ENST00000624187.1
ENSG00000176540.3	ENST00000319813.3
ENSG00000181616.10	ENST00000322653.7
ENSG00000181718.7	ENST00000641661.1
ENSG00000254469.9	ENST00000679412.2
ENSG00000123106.10	ENST00000545336.5
ENSG00000186714.13	ENST00000335185.10
ENSG00000154928.19	ENST00000398015.8
ENSG00000166153.17	ENST00000550587.6
ENSG00000183644.14	ENST00000375618.9
ENSG00000172464.4	ENST00000544374.3
ENSG00000166884.3	ENST00000300127.3
ENSG00000214226.9	ENST00000397861.7
ENSG00000177963.15	ENST00000526104.6
ENSG00000153933.10	ENST00000284061.8
ENSG00000008323.16	ENST00000684764.1
ENSG00000121060.19	ENST00000316881.9
ENSG00000135144.7	ENST00000257600.3
ENSG00000197136.5	ENST00000355703.4
ENSG00000047849.22	ENST00000683076.1
ENSG00000173692.14	ENST00000308696.11
ENSG00000136052.10	ENST00000258538.8
ENSG00000134644.16	ENST00000426105.7
ENSG00000141580.16	ENST00000392325.9
ENSG00000145012.14	ENST00000617246.5
ENSG00000163093.12	ENST00000295240.8
ENSG00000114654.8	ENST00000683648.1
ENSG00000251569.1	ENST00000513963.1
ENSG00000239474.7	ENST00000284669.2
ENSG00000172269.20	ENST00000354202.9
ENSG00000141542.11	ENST00000571995.6
ENSG00000138399.18	ENST00000453153.7
ENSG00000074416.15	ENST00000265052.10
ENSG00000171681.13	ENST00000261168.9
ENSG00000141560.15	ENST00000269373.11
ENSG00000167363.14	ENST00000300784.8
ENSG00000118308.15	ENST00000636465.1
ENSG00000215788.11	ENST00000356876.8
ENSG00000162129.14	ENST00000538039.6
ENSG00000138398.17	ENST00000260970.8
ENSG00000115750.17	ENST00000263663.10
ENSG00000180720.8	ENST00000682254.1
ENSG00000136045.12	ENST00000412830.8
ENSG00000110851.12	ENST00000228437.10
ENSG00000143434.16	ENST00000368914.8
ENSG00000134317.18	ENST00000324907.14
ENSG00000187855.6	ENST00000342331.5
ENSG00000139364.11	ENST00000682704.1
ENSG00000266472.6	ENST00000614145.5
ENSG00000137727.13	ENST00000683387.1
ENSG00000172059.11	ENST00000305883.6
ENSG00000205795.4	ENST00000381813.4
ENSG00000172995.17	ENST00000684406.1
ENSG00000170959.15	ENST00000684477.1
ENSG00000145041.16	ENST00000684031.1
ENSG00000117834.13	ENST00000438567.7
ENSG00000214872.8	ENST00000527972.5
ENSG00000171848.16	ENST00000304567.10
ENSG00000115756.13	ENST00000307845.8
ENSG00000117625.14	ENST00000419091.7
ENSG00000182667.15	ENST00000683400.1
ENSG00000179902.13	ENST00000369948.8
ENSG00000020633.19	ENST00000308873.11
ENSG00000197111.16	ENST00000546463.6
ENSG00000196353.12	ENST00000429747.6
ENSG00000115758.13	ENST00000234111.9
ENSG00000072195.15	ENST00000312358.12
ENSG00000144857.15	ENST00000682979.1
ENSG00000139625.13	ENST00000547488.6
ENSG00000121766.16	ENST00000344147.10
ENSG00000170322.15	ENST00000682444.1
ENSG00000178795.10	ENST00000315938.5
ENSG00000143157.12	ENST00000367876.9
ENSG00000177311.12	ENST00000321464.7
ENSG00000286143.1	ENST00000412982.5
ENSG00000196428.12	ENST00000361875.7
ENSG00000072182.13	ENST00000358078.5
ENSG00000123989.14	ENST00000243776.11
ENSG00000160058.19	ENST00000455895.7
ENSG00000141556.22	ENST00000355528.9
ENSG00000139546.11	ENST00000266987.7
ENSG00000110497.15	ENST00000683756.1
ENSG00000162873.15	ENST00000367155.8
ENSG00000124006.15	ENST00000404537.6
ENSG00000139574.9	ENST00000267017.4
ENSG00000267281.3	ENST00000591834.1
ENSG00000154114.13	ENST00000683345.1
ENSG00000123999.5	ENST00000243786.3
ENSG00000141579.7	ENST00000269394.4
ENSG00000170653.19	ENST00000420353.7
ENSG00000162614.19	ENST00000334785.12
ENSG00000077097.16	ENST00000264331.9
ENSG00000144589.22	ENST00000456909.6
ENSG00000135390.21	ENST00000394349.9
ENSG00000160781.17	ENST00000292291.10
ENSG00000175711.8	ENST00000320865.3
ENSG00000050165.19	ENST00000683431.1
ENSG00000174776.12	ENST00000682715.1
ENSG00000176845.13	ENST00000320095.12
ENSG00000267060.7	ENST00000591916.7
ENSG00000114923.17	ENST00000358055.8
ENSG00000164080.14	ENST00000684192.1
ENSG00000115884.11	ENST00000254351.9
ENSG00000143344.16	ENST00000360851.4
ENSG00000005882.12	ENST00000503176.6
ENSG00000142748.13	ENST00000270879.9
ENSG00000143878.10	ENST00000272233.6
ENSG00000166435.16	ENST00000684022.1
ENSG00000163946.14	ENST00000683822.1
ENSG00000114124.3	ENST00000682958.1
ENSG00000167100.15	ENST00000330175.9
ENSG00000129167.10	ENST00000682019.1
ENSG00000138430.16	ENST00000284719.8
ENSG00000108819.11	ENST00000612501.2
ENSG00000162613.17	ENST00000370768.7
ENSG00000217236.2	ENST00000394967.3
ENSG00000116882.15	ENST00000325945.4
ENSG00000138433.16	ENST00000342016.8
ENSG00000131389.18	ENST00000622186.5
ENSG00000162241.13	ENST00000398802.6
ENSG00000188729.7	ENST00000682035.1
ENSG00000110011.13	ENST00000321685.7
ENSG00000198758.11	ENST00000361965.9
ENSG00000144306.15	ENST00000272732.11
ENSG00000049247.14	ENST00000361696.10
ENSG00000168959.15	ENST00000305447.5
ENSG00000108821.14	ENST00000225964.10
ENSG00000115468.12	ENST00000264059.8
ENSG00000206560.12	ENST00000683139.1
ENSG00000167105.8	ENST00000507382.2
ENSG00000015532.10	ENST00000017003.7
ENSG00000138496.17	ENST00000682323.1
ENSG00000108826.16	ENST00000225969.9
ENSG00000184307.17	ENST00000638807.2
ENSG00000154920.15	ENST00000338165.9
ENSG00000108829.10	ENST00000225972.8
ENSG00000132849.21	ENST00000642238.2
ENSG00000175224.17	ENST00000683050.1
ENSG00000108823.17	ENST00000262018.8
ENSG00000168026.19	ENST00000683103.1
ENSG00000168314.18	ENST00000682069.1
ENSG00000172421.10	ENST00000305286.8
ENSG00000117569.19	ENST00000674951.1
ENSG00000087995.16	ENST00000311506.10
ENSG00000133816.18	ENST00000683283.1
ENSG00000142856.17	ENST00000271002.15
ENSG00000167346.8	ENST00000380390.6
ENSG00000186174.13	ENST00000683865.1
ENSG00000158022.7	ENST00000374272.4
ENSG00000166926.9	ENST00000684409.1
ENSG00000182053.13	ENST00000332682.9
ENSG00000011028.14	ENST00000303375.10
ENSG00000116396.15	ENST00000438661.3
ENSG00000126500.4	ENST00000682287.1
ENSG00000204120.16	ENST00000373563.9
ENSG00000058668.15	ENST00000357681.10
ENSG00000150433.10	ENST00000682305.1
ENSG00000163875.16	ENST00000296214.10
ENSG00000115474.7	ENST00000233826.4
ENSG00000116726.5	ENST00000357726.5
ENSG00000282872.2	ENST00000634842.2
ENSG00000182600.9	ENST00000331342.4
ENSG00000163539.18	ENST00000682230.1
ENSG00000198821.11	ENST00000362089.10
ENSG00000162735.19	ENST00000368072.10
ENSG00000066248.15	ENST00000264051.8
ENSG00000110693.19	ENST00000683767.1
ENSG00000146872.19	ENST00000346027.10
ENSG00000233802.8	ENST00000623787.3
ENSG00000115488.3	ENST00000233840.3
ENSG00000179163.12	ENST00000374479.4
ENSG00000136059.15	ENST00000383759.7
ENSG00000168386.19	ENST00000477258.2
ENSG00000136463.9	ENST00000258975.7
ENSG00000011405.13	ENST00000265970.11
ENSG00000138435.16	ENST00000348749.9
ENSG00000173237.5	ENST00000683896.1
ENSG00000131238.18	ENST00000642050.2
ENSG00000223417.9	ENST00000420869.3
ENSG00000181789.14	ENST00000314797.10
ENSG00000019485.14	ENST00000683152.1
ENSG00000180988.3	ENST00000317037.3
ENSG00000162980.17	ENST00000295087.13
ENSG00000115935.18	ENST00000679041.1
ENSG00000183624.14	ENST00000383463.9
ENSG00000004939.16	ENST00000262418.12
ENSG00000184897.6	ENST00000333762.6
ENSG00000172771.12	ENST00000505956.6
ENSG00000163214.21	ENST00000457308.6
ENSG00000108309.14	ENST00000426726.8
ENSG00000129071.10	ENST00000429544.7
ENSG00000188010.15	ENST00000644631.3
ENSG00000013306.16	ENST00000377095.10
ENSG00000171680.23	ENST00000377728.8
ENSG00000115904.14	ENST00000402219.8
ENSG00000205111.8	ENST00000395035.3
ENSG00000075391.17	ENST00000367649.8
ENSG00000163170.12	ENST00000327428.10
ENSG00000163913.13	ENST00000348417.7
ENSG00000030582.18	ENST00000053867.8
